LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2004,176444.5822,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2005,186113.5857,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2006,197375.7305,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2007,214945.0466,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2008,206769.7304,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2009,216381.4593,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2010,228856.0729,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2011,236078.08,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2012,239809.1898,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2013,247115.174,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2014,282774.9951,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2015,391337.2456,
IRL,TRADEGOODSERV,EXP,MLN_USD,A,2016,409388.5793,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1970,33.0522056948,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1971,32.2854567926,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1972,30.8989387144,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1973,33.9787048288,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1974,38.061992464,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1975,38.1762513785,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1976,41.360523364,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1977,44.1639365538,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1978,44.6470770093,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1979,44.4577820577,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1980,44.3091438353,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1981,43.3232993987,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1982,42.9850864123,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1983,46.8980936324,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1984,53.2464594658,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1985,53.9732277291,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1986,49.0404105565,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1987,52.3771055372,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1988,55.5259281841,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1989,58.8577604374,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1990,54.6408002822,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1991,55.5153688657,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1992,58.3356202507,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1993,63.2911916809,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1994,67.878762593,E
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1995,73.4320620905,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1996,74.8183485049,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1997,77.1532027562,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1998,84.4339030704,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,1999,86.6078598341,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2000,94.4898979645,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2001,95.3244288915,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2002,90.4776388202,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2003,80.8514777971,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2004,80.536757849,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2005,79.5831613551,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2006,79.0015217606,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2007,80.7825451031,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2008,84.1199437331,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2009,93.2387718496,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2010,103.1109155286,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2011,103.1196107502,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2012,106.8901683401,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2013,106.0379835519,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2014,112.9790317406,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2015,124.6425576879,
IRL,TRADEGOODSERV,EXP,PC_GDP,A,2016,121.5823556639,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1971,4.6601490741,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1972,5.0639551305,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1973,19.0337199478,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1974,-2.2875395238,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1975,-10.2096747565,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1976,14.6710550509,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1977,13.2654533793,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1978,15.7068433421,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1979,13.8609863825,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1980,-4.4959274462,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1981,1.7102095007,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1982,-3.1173256045,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1983,4.6654487326,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1984,9.8542534855,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1985,3.2443221879,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1986,5.6278013966,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1987,6.177126357,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1988,4.9037832628,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1989,13.460055458,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1990,5.0860080549,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1991,2.4002556454,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1992,8.1661555493,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1993,7.5456733042,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1994,15.4858545423,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1995,16.4089186139,E
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1996,12.8437196715,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1997,16.643959052,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1998,27.7757748882,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,1999,12.6160070214,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2000,21.6865353013,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2001,13.1012966731,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2002,5.3384446296,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2003,-2.4174580896,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2004,1.9039572052,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2005,12.7231734614,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2006,9.3017609907,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2007,9.3512706816,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2008,-2.785985385,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2009,-1.702636417,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2010,0.4078372775,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2011,2.6857867369,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2012,2.5044971658,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2013,0.8617880404,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2014,14.8618552789,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2015,26.0174756461,
IRL,TRADEGOODSERV,IMP,AGRWTH,A,2016,16.3698686365,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1970,11026.5901,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1971,11540.4456,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1972,12124.8486,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1973,14432.6583,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1974,14102.5055,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1975,12662.6856,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1976,14520.4352,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1977,16446.6367,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1978,19029.8842,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1979,21667.6139,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1980,20693.4537,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1981,21047.3551,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1982,20391.2405,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1983,21342.5834,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1984,23445.7356,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1985,24206.3908,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1986,25568.6784,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1987,27148.088,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1988,28479.3714,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1989,32312.7106,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1990,33956.1376,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1991,34771.1717,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1992,37610.6397,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1993,40448.6157,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1994,46712.4295,E
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1995,54377.4341,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1996,61361.5192,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1997,71574.5054,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1998,91454.8789,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,1999,102992.8328,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2000,125328.4099,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2001,141748.0567,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2002,149315.1982,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2003,145705.5658,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2004,148479.7375,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2005,167371.072,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2006,182939.5291,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2007,200046.6996,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2008,194473.4278,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2009,191162.2524,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2010,191941.8834,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2011,197097.033,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2012,202033.3226,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2013,203774.4216,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2014,234059.0812,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2015,294955.3457,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2016,343239.1483,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1970,41.2847919845,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1971,39.832021259,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1972,36.6493450447,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1973,41.1669537415,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1974,52.5062281411,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1975,44.7710989761,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1976,49.7687776539,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1977,53.7187029516,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1978,54.9458397416,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1979,60.7154188051,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1980,57.871600886,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1981,57.5305125151,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1982,50.8721720127,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1983,50.7214757985,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1984,54.929457679,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1985,53.6592452257,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1986,47.9688994716,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1987,48.2466068845,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1988,49.566646023,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1989,53.4730503929,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1990,50.2630141559,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1991,50.7975447265,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1992,51.0788150953,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1993,53.1720381873,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1994,58.4588620924,E
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1995,62.5082867491,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1996,63.8853896037,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1997,65.1686967,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1998,73.5440459181,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,1999,73.5363598948,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2000,80.6500402611,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2001,79.7029007816,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2002,73.2932287884,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2003,65.6992811513,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2004,66.1609062024,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2005,68.6947630822,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2006,70.9559397682,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2007,72.5113730298,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2008,75.5154487635,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2009,79.7629684022,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2010,86.4792577581,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2011,84.4151170876,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2012,89.7189452332,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2013,87.2526746375,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2014,95.1918465911,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2015,91.5441530268,
IRL,TRADEGOODSERV,IMP,PC_GDP,A,2016,99.5756587321,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1970,-3742.0956,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1971,-3957.3913,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1972,-4268.674,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1973,-5718.8619,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1974,-5327.2469,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1975,-3224.7746,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1976,-4316.4851,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1977,-4810.9425,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1978,-5960.8177,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1979,-7753.1365,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1980,-5894.8972,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1981,-5959.397,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1982,-4468.0475,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1983,-3755.0259,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1984,-2940.3507,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1985,-2351.8898,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1986,-3083.4773,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1987,-1578.0831,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1988,-601.8704,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1989,-1560.31,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1990,-519.0759,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1991,572.7024,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1992,2641.7742,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1993,3707.8611,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1994,4126.5708,E
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1995,6604.8524,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1996,7195.73,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1997,9013.4826,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1998,7483.2734,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,1999,11549.6429,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2000,13483.0782,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2001,16508.3454,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2002,19189.6426,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2003,19938.4082,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2004,27964.8447,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2005,18742.5137,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2006,14436.2015,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2007,14898.3469,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2008,12296.3026,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2009,25219.2069,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2010,36914.1896,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2011,38981.047,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2012,37775.8672,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2013,43340.7523,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2014,48715.9138,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2015,96381.8999,
IRL,TRADEGOODSERV,NTRADE,MLN_USD,A,2016,66149.4309,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1971,-8.2317485285,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1972,14.5052274257,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1973,8.6644330228,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1974,-2.662788758,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1975,2.621475423,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1976,13.0674854888,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1977,8.9141931488,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1978,15.157480315,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1979,6.2678062678,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1980,2.6988382484,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1981,3.1638831058,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1982,-8.9434382793,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1983,11.0033089625,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1984,2.4060095861,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1985,11.0506140101,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1986,5.9465212058,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1987,3.2663386302,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1988,-3.6047702087,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1989,2.9427766668,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1990,-0.025710475,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1991,-5.9095989854,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1992,-1.9819328085,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1993,6.5126888072,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1994,9.2782183238,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1995,-2.2887544834,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1996,9.910731752,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1997,5.6211293322,E
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1998,1.4235308961,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,1999,3.111662084,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2000,3.853946093,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2001,6.7028252571,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2002,3.3948508488,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2003,0.9447492348,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2004,8.1627514666,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2005,7.0532368072,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2006,-4.698017849,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2007,23.3468818347,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2008,3.3279866394,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2009,8.2547996143,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2010,0.9839380674,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2011,3.4051990343,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2012,3.5984797068,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2013,6.7117831265,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2014,3.1645660284,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2015,9.1721299281,
ISL,TRADEGOODSERV,EXP,AGRWTH,A,2016,11.1349942947,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1970,1382.5786,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1971,1268.7682,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1972,1452.8059,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1973,1578.6833,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1974,1536.6463,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1975,1576.9291,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1976,1782.9941,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1977,1941.9336,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1978,2236.2818,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1979,2376.4477,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1980,2440.5841,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1981,2517.8014,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1982,2292.6234,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1983,2544.8878,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1984,2606.118,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1985,2894.1101,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1986,3066.2089,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1987,3166.3617,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1988,3052.2216,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1989,3142.0417,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1990,3141.2339,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1991,2955.5995,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1992,2897.0216,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1993,3085.6955,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1994,3371.9931,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1995,3294.8165,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1996,3621.3569,E
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1997,3824.9181,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1998,3879.3669,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,1999,4000.0797,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2000,4154.2407,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2001,4432.6921,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2002,4583.1754,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2003,4626.4749,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2004,5004.1226,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2005,5357.0752,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2006,5105.3989,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2007,6297.3503,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2008,6506.9253,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2009,7044.0589,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2010,7113.3681,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2011,7355.5924,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2012,7620.2819,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2013,8131.7387,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2014,8389.073,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2015,9158.5297,
ISL,TRADEGOODSERV,EXP,MLN_USD,A,2016,10178.3314,
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1970,43.9595972056,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1971,36.5837461814,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1972,34.2190238719,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1973,34.7579078255,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1974,30.6987716879,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1975,32.5310156686,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1976,33.7532497165,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1977,32.1745847581,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1978,35.6928966041,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1979,37.0842750867,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1980,34.686278266,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1981,33.8335987737,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1982,31.4501833165,E
ISL,TRADEGOODSERV,EXP,PC_GDP,A,1983,38.7887996989,E
