Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Chile,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1 , 0.72 , 0.98 
China,"birth: 1.11 male(s)/female 
			
under 15 years: 1.13 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.06 male(s)/female (2008 est.) 
				", 1.11 , 1.13 , 1.06 , 0.91 , 1.06 
Christmas Island,"NA 
				"
Colombia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.95 , 0.76 , 0.96 
Comoros,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.98 , 0.85 , 0.98 
"Congo, Democratic Republic of the","birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.99 , 0.68 , 0.99 
"Congo, Republic of the","birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.99 , 0.7 , 0.99 
Cook Islands,"al population: 1.07 male(s)/female (2001 census) 
				", 1.07 
Costa Rica,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.02 , 0.86 , 1.02 
Cote d'Ivoire,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 1.04 , 1.01 , 1.03 
Croatia,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.63 male(s)/female 
			
total population: 0.93 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 0.99 , 0.63 , 0.93 
Cuba,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1 , 0.84 , 0.99 
Cyprus,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.03 , 0.78 , 1 
Czech Republic,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.65 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.01 , 0.65 , 0.95 
Denmark,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 1.01 , 0.77 , 0.98 
Djibouti,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.07 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1.07 , 1.01 , 1.04 
Dominica,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.05 , 0.76 , 1.02 
Dominican Republic,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.04 , 1.04 , 1.04 , 0.86 , 1.03 
Ecuador,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.99 , 0.88 , 1 
Egypt,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.02 , 0.74 , 1.02 
El Salvador,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.91 , 0.78 , 0.95 
Equatorial Guinea,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1.03 , 0.96 , 0.8 , 0.98 
Eritrea,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.96 , 0.85 , 0.98 
Estonia,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.5 male(s)/female 
			
total population: 0.84 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 0.91 , 0.5 , 0.84 
Ethiopia,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.03 , 1 , 0.96 , 0.76 , 0.97 
European Union,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.92 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1 , 0.68 , 0.92 
Faroe Islands,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.15 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.09 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.15 , 0.89 , 1.09 
Fiji,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1 , 0.82 , 1.01 
Finland,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.04 , 1.04 , 1.02 , 0.68 , 0.96 
France,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1 , 0.71 , 0.96 
French Polynesia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.08 male(s)/female 
			
65 years and over: 1.02 male(s)/female 
			
total population: 1.06 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.08 , 1.02 , 1.06 
Gabon,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1 , 0.71 , 0.99 
"Gambia, The","birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 1.02 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.98 , 1.02 , 1 
Gaza Strip,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.05 , 1.06 , 1.04 , 0.69 , 1.04 
Georgia,"birth: 1.13 male(s)/female 
			
under 15 years: 1.14 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.91 male(s)/female (2008 est.) 
				", 1.13 , 1.14 , 0.93 , 0.67 , 0.91 
Germany,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1.04 , 0.72 , 0.97 
Ghana,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 1 , 0.86 , 1 
Gibraltar,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 1.04 , 0.84 , 1 
Greece,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 1 , 0.78 , 0.96 
Greenland,"birth: 1.02 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.17 male(s)/female 
			
65 years and over: 0.99 male(s)/female 
			
total population: 1.12 male(s)/female (2008 est.) 
				", 1.02 , 1.03 , 1.17 , 0.99 , 1.12 
Grenada,"birth: 1 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.12 male(s)/female 
			
65 years and over: 0.96 male(s)/female 
			
total population: 1.08 male(s)/female (2008 est.) 
				", 1 , 1.01 , 1.12 , 0.96 , 1.08 
Guam,"birth: 1.06 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.06 , 1.07 , 1.04 , 0.88 , 1.04 
Guatemala,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.86 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.94 , 0.86 , 0.97 
Guernsey,"birth: 1.03 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.94 male(s)/female (2008 est.) 
				", 1.03 , 1.03 , 0.98 , 0.74 , 0.94 
Guinea,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 1 , 0.78 , 1 
Guinea-Bissau,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.03 , 1 , 0.93 , 0.69 , 0.95 
Guyana,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.73 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.02 , 0.73 , 1.01 
Haiti,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.03 , 1.02 , 0.96 , 0.78 , 0.97 
Honduras,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1 , 0.82 , 1.01 
Hong Kong,"birth: 1.08 male(s)/female 
			
under 15 years: 1.1 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.87 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.08 , 1.1 , 0.94 , 0.87 , 0.95 
Hungary,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.57 male(s)/female 
			
total population: 0.91 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 0.97 , 0.57 , 0.91 
Iceland,"birth: 1.04 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.04 , 1.03 , 1.03 , 0.83 , 1 
India,"birth: 1.12 male(s)/female 
			
under 15 years: 1.1 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.9 male(s)/female 
			
total population: 1.06 male(s)/female (2008 est.) 
				", 1.12 , 1.1 , 1.06 , 0.9 , 1.06 
Indonesia,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 1.01 , 0.8 , 1 
Iran,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.93 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.02 , 0.93 , 1.03 
Iraq,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 1.03 , 0.89 , 1.02 
Ireland,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.07 , 1.07 , 1 , 0.8 , 0.99 
Isle of Man,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 1.01 , 0.68 , 0.95 
